ID_Transacao,Data_Venda,ID_Cliente,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade
1165,2024-07-27,152,Monitor,Hardware,234.44,3
1166,2024-03-01,587,Notebook,Hardware,1696.31,5
1167,2024-08-31,894,Monitor,Hardware,2110.88,3
1168,2024-12-16,838,Headset,Áudio,1627.78,2
1169,2024-04-10,269,Headset,Áudio,3670.07,3
1170,2024-04-02,766,Teclado,Periféricos,2734.22,5
1171,2024-09-10,376,Notebook,Hardware,3904.57,2
1172,2024-08-01,787,Headset,Áudio,3270.63,4
1173,2024-06-22,456,Monitor,Hardware,2505.42,3
1174,2024-11-14,937,Headset,Áudio,3669.23,5
1175,2024-12-31,837,Monitor,Hardware,236.79,4
1176,2024-07-24,294,Monitor,Hardware,2290.81,5
1177,2024-04-20,363,Mouse,Periféricos,4584.64,4
1178,2024-05-06,190,Monitor,Hardware,2627.7,1
1179,2024-01-05,270,Mouse,Periféricos,1872.57,1
1180,2024-11-10,477,Mouse,Periféricos,1493.55,3
1181,2024-07-10,558,Notebook,Hardware,563.99,1
1182,2024-05-02,410,Teclado,Periféricos,1529.39,5
1183,2024-06-19,346,Teclado,Periféricos,2875.41,5
1184,2024-09-16,344,Monitor,Hardware,3837.35,3
1185,2024-08-15,482,Headset,Áudio,4485.46,4
1186,2024-07-11,823,Teclado,Periféricos,1236.07,5
1187,2024-06-16,164,Monitor,Hardware,155.44,4
1188,2024-01-26,794,Monitor,Hardware,984.64,1
1189,2024-02-29,468,Monitor,Hardware,3866.83,3
1190,2024-12-07,128,Notebook,Hardware,1868.54,5
1191,2024-07-21,794,Mouse,Periféricos,3961.04,4
1192,2024-09-07,641,Notebook,Hardware,3439.81,4
1193,2024-09-13,621,Notebook,Hardware,1244.66,2
1194,2024-10-28,780,Mouse,Periféricos,1990.03,4
1195,2024-07-22,489,Monitor,Hardware,2172.65,5
1196,2024-05-23,554,Mouse,Periféricos,444.5,3
1197,2024-07-03,860,Headset,Áudio,457.87,2
1198,2024-04-12,465,Notebook,Hardware,2276.35,4
1199,2024-05-29,953,Monitor,Hardware,4988.13,2
1200,2024-04-14,384,Notebook,Hardware,1242.87,3
1201,2024-02-19,164,Teclado,Periféricos,2258.35,2
1202,2024-07-10,909,Headset,Áudio,4511.21,1
1203,2024-10-29,177,Teclado,Periféricos,3832.66,4
1204,2024-02-13,626,Teclado,Periféricos,906.62,4
1205,2024-06-06,532,Monitor,Hardware,4296.11,3
1206,2024-02-13,685,Mouse,Periféricos,2892.74,1
1207,2024-05-09,760,Teclado,Periféricos,843.29,5
1208,2024-09-17,440,Monitor,Hardware,3241.33,1
1209,2024-06-14,444,Teclado,Periféricos,2500.44,4
1210,2024-03-06,505,Monitor,Hardware,2175.6,4
1211,2024-11-04,395,Notebook,Hardware,3984.27,4
1212,2024-11-04,38,Headset,Áudio,4845.14,5
1213,2024-06-06,185,Headset,Áudio,3768.33,2
1214,2024-12-14,185,Monitor,Hardware,4912.28,5
1215,2024-09-02,544,Headset,Áudio,270.82,1
1216,2024-06-29,714,Headset,Áudio,3570.1,4
1217,2024-12-27,625,Notebook,Hardware,3531.12,1
1218,2024-05-18,388,Teclado,Periféricos,1190.83,1
1219,2024-11-05,320,Teclado,Periféricos,4884.56,3
1220,2024-06-15,520,Headset,Áudio,3668.58,1
1221,2024-10-22,623,Notebook,Hardware,4115.24,1
1222,2024-01-17,485,Mouse,Periféricos,3030.22,1
1223,2024-11-10,904,Mouse,Periféricos,1912.08,2
1224,2024-09-05,975,Mouse,Periféricos,387.88,1
1225,2024-01-12,649,Monitor,Hardware,2288.68,5
1226,2024-04-02,57,Notebook,Hardware,2295.52,4
1227,2024-08-01,334,Headset,Áudio,4360.47,4
1228,2024-10-04,284,Teclado,Periféricos,4223.58,5
1229,2024-08-20,303,Teclado,Periféricos,3149.69,2
1230,2024-10-03,88,Monitor,Hardware,2966.43,2
1231,2024-03-21,741,Teclado,Periféricos,4113.16,2
1232,2024-07-18,923,Headset,Áudio,4538.69,1
1233,2024-07-07,622,Notebook,Hardware,3955.65,5
1234,2024-01-26,655,Teclado,Periféricos,1310.43,1
1235,2024-05-20,763,Monitor,Hardware,2388.23,4
1236,2024-03-30,72,Mouse,Periféricos,1371.47,1
1237,2024-05-17,659,Headset,Áudio,3180.72,3
1238,2024-05-15,128,Notebook,Hardware,2581.5,3
1239,2024-05-28,388,Teclado,Periféricos,3137.04,3
1240,2024-12-09,980,Teclado,Periféricos,1856.22,1
1241,2024-08-09,819,Teclado,Periféricos,2162.01,5
1242,2024-12-25,531,Mouse,Periféricos,959.89,5
1243,2024-12-12,937,Teclado,Periféricos,903.06,5
1244,2024-12-09,127,Mouse,Periféricos,467.45,4
1245,2024-11-05,394,Monitor,Hardware,4785.08,1
1246,2024-10-24,42,Notebook,Hardware,4513.73,4
1247,2024-03-24,840,Mouse,Periféricos,4656.05,4
1248,2024-11-14,223,Teclado,Periféricos,1366.79,4
1249,2024-09-21,148,Mouse,Periféricos,906.35,2
1250,2024-07-24,71,Notebook,Hardware,3928.83,5
1251,2024-04-23,860,Teclado,Periféricos,3155.08,4
1252,2024-12-03,623,Teclado,Periféricos,4291.97,1
1253,2024-09-07,233,Mouse,Periféricos,3774.58,5
1254,2024-08-02,577,Headset,Áudio,869.43,2
1255,2024-11-05,879,Notebook,Hardware,3544.68,4
1256,2024-09-15,872,Notebook,Hardware,4229.5,3
1257,2024-11-22,874,Notebook,Hardware,4407.94,2
1258,2024-03-04,28,Mouse,Periféricos,937.49,2
1259,2024-11-18,1000,Headset,Áudio,3716.89,1
1260,2024-08-14,217,Notebook,Hardware,596.92,1
1261,2024-08-09,255,Mouse,Periféricos,3961.52,3
1262,2024-10-15,640,Teclado,Periféricos,238.94,1
1263,2024-11-17,205,Notebook,Hardware,804.93,4
1264,2024-09-08,391,Headset,Áudio,3066.72,5
1265,2024-08-22,88,Monitor,Hardware,4369.99,2
1266,2024-11-07,719,Headset,Áudio,1166.62,2
1267,2024-02-23,879,Headset,Áudio,866.29,3
1268,2024-12-28,683,Teclado,Periféricos,4613.26,4
1269,2024-03-28,105,Teclado,Periféricos,4259.42,4
1270,2024-09-03,458,Monitor,Hardware,1916.16,2
1271,2024-06-12,160,Teclado,Periféricos,538.73,4
1272,2024-12-21,166,Headset,Áudio,4182.01,3
1273,2024-04-01,561,Teclado,Periféricos,4780.27,2
1274,2024-05-03,149,Teclado,Periféricos,921.51,5
1275,2024-08-04,145,Notebook,Hardware,3256.01,2
1276,2024-05-22,831,Headset,Áudio,2953.27,4
1277,2024-08-28,536,Teclado,Periféricos,3068.8,3
1278,2024-05-28,55,Teclado,Periféricos,2941.13,5
1279,2024-04-24,842,Mouse,Periféricos,292.72,2
1280,2024-04-24,799,Mouse,Periféricos,2424.7,2
1281,2024-10-23,319,Mouse,Periféricos,4518.3,1
1282,2024-12-11,713,Notebook,Hardware,1411.74,1
1283,2024-09-24,442,Mouse,Periféricos,84.6,5
1284,2024-05-21,439,Notebook,Hardware,606.06,5
1285,2024-12-17,516,Notebook,Hardware,4445.33,3
1286,2024-07-01,404,Monitor,Hardware,3244.28,5
1287,2024-01-01,790,Notebook,Hardware,1496.57,4
1288,2024-03-23,925,Notebook,Hardware,4081.6,5
1289,2024-05-30,286,Mouse,Periféricos,1882.86,3
1290,2024-05-19,565,Teclado,Periféricos,4547.3,4
1291,2024-11-03,400,Mouse,Periféricos,828.93,3
1292,2024-03-14,964,Mouse,Periféricos,4829.68,2
1293,2024-01-18,643,Headset,Áudio,3188.89,1
1294,2024-09-19,839,Notebook,Hardware,2842.42,4
1295,2024-07-24,237,Notebook,Hardware,2822.06,5
1296,2024-01-13,435,Headset,Áudio,3845.06,3
1297,2024-06-17,609,Headset,Áudio,4296.41,5
1298,2024-01-14,923,Mouse,Periféricos,4501.43,3
1299,2024-06-16,23,Teclado,Periféricos,3482.87,2
1300,2024-11-10,575,Mouse,Periféricos,1276.89,3
1301,2024-03-06,157,Mouse,Periféricos,2394.08,5
1302,2024-10-15,611,Monitor,Hardware,82.83,2
1303,2024-07-06,602,Headset,Áudio,4804.54,1
1304,2024-03-04,718,Teclado,Periféricos,459.44,2
1305,2024-01-31,169,Headset,Áudio,1722.77,5
1306,2024-05-03,912,Monitor,Hardware,430.63,3
1307,2024-05-13,776,Notebook,Hardware,3650.37,5
1308,2024-04-28,835,Mouse,Periféricos,3708.26,5
1309,2024-03-11,999,Monitor,Hardware,3659.92,3
1310,2024-08-31,11,Notebook,Hardware,2512.63,2
1311,2024-01-28,904,Monitor,Hardware,3724.52,1
1312,2024-10-04,405,Headset,Áudio,4429.8,3
1313,2024-05-02,429,Teclado,Periféricos,874.46,4
1314,2024-11-19,485,Notebook,Hardware,4119.54,1
1315,2024-09-01,825,Monitor,Hardware,4915.98,1
1316,2024-01-20,519,Teclado,Periféricos,1419.14,2
1317,2024-12-30,944,Notebook,Hardware,2860.72,4
1318,2024-04-26,744,Teclado,Periféricos,764.34,3
1319,2024-02-04,746,Headset,Áudio,3161.01,2
1320,2024-02-11,934,Monitor,Hardware,3115.97,1
1321,2024-09-28,349,Headset,Áudio,605.88,1
1322,2024-06-20,945,Mouse,Periféricos,3889.48,1
1323,2024-12-25,470,Notebook,Hardware,4944.43,1
1324,2024-11-29,25,Notebook,Hardware,4544.73,1
1325,2024-03-26,765,Headset,Áudio,3739.91,2
1326,2024-09-14,598,Notebook,Hardware,413.88,3
1327,2024-02-21,881,Teclado,Periféricos,1525.19,5
1328,2024-10-15,938,Teclado,Periféricos,4905.98,4
1329,2024-12-21,536,Headset,Áudio,3618.58,2
1330,2024-07-28,566,Headset,Áudio,3969.16,3
1331,2024-02-28,440,Monitor,Hardware,3793.35,3
1332,2024-12-03,268,Monitor,Hardware,66.61,5
1333,2024-12-29,146,Teclado,Periféricos,3502.89,3
1334,2024-03-25,368,Mouse,Periféricos,1192.23,1
1335,2024-04-02,504,Monitor,Hardware,1869.53,3
1336,2024-05-03,248,Notebook,Hardware,4942.81,3
1337,2024-01-31,521,Headset,Áudio,4051.54,2
1338,2024-07-08,810,Teclado,Periféricos,4239.95,5
1339,2024-04-29,964,Mouse,Periféricos,1301.02,2
1340,2024-05-29,690,Headset,Áudio,2769.73,1
1341,2024-11-09,224,Teclado,Periféricos,1366.73,4
1342,2024-08-11,355,Notebook,Hardware,100.27,5
1343,2024-09-23,105,Mouse,Periféricos,3757.2,4
1344,2024-11-22,573,Notebook,Hardware,2175.69,3
1345,2024-03-08,712,Mouse,Periféricos,2792.6,3
1346,2024-12-09,897,Notebook,Hardware,1333.73,5
1347,2024-08-17,303,Monitor,Hardware,3770.32,1
1348,2024-08-01,579,Monitor,Hardware,3628.17,3
1349,2024-11-17,225,Monitor,Hardware,1295.89,4
1350,2024-08-26,326,Mouse,Periféricos,881.89,1
1351,2024-10-01,706,Notebook,Hardware,1774.22,3
1352,2024-08-24,973,Monitor,Hardware,959.58,3
1353,2024-09-25,949,Mouse,Periféricos,4459.03,2
1354,2024-12-12,249,Headset,Áudio,2989.19,2
1355,2024-11-15,795,Mouse,Periféricos,265.89,1
1356,2024-09-11,552,Monitor,Hardware,4608.42,4
1357,2024-06-13,799,Teclado,Periféricos,3567.51,4
1358,2024-10-20,218,Monitor,Hardware,2807.44,1
1359,2024-11-12,162,Notebook,Hardware,1053.22,3
1360,2024-05-14,741,Notebook,Hardware,2339.5,4
1361,2024-02-14,766,Headset,Áudio,4328.82,3
1362,2024-11-27,505,Headset,Áudio,4383.82,1
1363,2024-08-08,590,Headset,Áudio,291.66,5
1364,2024-08-24,926,Monitor,Hardware,3106.89,3
1365,2024-07-22,873,Monitor,Hardware,2124.34,3
1366,2024-11-25,955,Headset,Áudio,2483.03,2
1367,2024-06-06,786,Notebook,Hardware,3048.31,1
1368,2024-04-25,744,Monitor,Hardware,3373.36,1
1369,2024-11-14,428,Monitor,Hardware,3037.42,2
1370,2024-05-26,303,Notebook,Hardware,2600.2,2
1371,2024-05-13,481,Teclado,Periféricos,2691.39,2
1372,2024-05-08,55,Mouse,Periféricos,3952.7,5
1373,2024-03-11,212,Notebook,Hardware,1310.03,5
1374,2024-12-16,868,Mouse,Periféricos,2796.49,1
1375,2024-03-29,35,Teclado,Periféricos,4033.98,1
1376,2024-06-01,606,Headset,Áudio,2511.53,3
1377,2024-10-18,290,Monitor,Hardware,1894.6,1
1378,2024-12-07,118,Notebook,Hardware,3010.87,4
1379,2024-06-16,636,Monitor,Hardware,4608.73,4
1380,2024-04-03,42,Mouse,Periféricos,4008.16,2
1381,2024-12-20,174,Notebook,Hardware,309.31,4
1382,2024-12-24,309,Mouse,Periféricos,2174.83,1
1383,2024-12-19,87,Headset,Áudio,3164.96,2
1384,2024-09-09,167,Monitor,Hardware,4689.07,1
1385,2024-04-02,42,Monitor,Hardware,3887.69,2
1386,2024-01-04,513,Headset,Áudio,4117.66,5
1387,2024-10-26,791,Teclado,Periféricos,61.09,2
1388,2024-07-27,744,Teclado,Periféricos,157.25,1
1389,2024-10-07,761,Mouse,Periféricos,4014.29,3
1390,2024-07-04,479,Teclado,Periféricos,4795.43,3
1391,2024-07-08,637,Monitor,Hardware,2690.65,5
1392,2024-09-14,855,Notebook,Hardware,727.04,1
1393,2024-06-20,274,Headset,Áudio,2936.53,2
1394,2024-05-28,560,Teclado,Periféricos,4596.31,4
1395,2024-12-12,297,Teclado,Periféricos,4164.56,1
1396,2024-10-11,685,Mouse,Periféricos,4560.1,3
1397,2024-12-22,618,Mouse,Periféricos,4221.67,1
1398,2024-03-25,254,Teclado,Periféricos,3734.54,1
1399,2024-06-24,395,Notebook,Hardware,3772.52,2
1400,2024-12-27,525,Headset,Áudio,2193.34,2
1401,2024-11-24,531,Notebook,Hardware,739.21,2
1402,2024-11-25,897,Monitor,Hardware,1083.97,5
1403,2024-02-23,369,Monitor,Hardware,3679.89,1
1404,2024-07-02,1,Teclado,Periféricos,3644.43,5
1405,2024-08-07,40,Headset,Áudio,1680.51,4
1406,2024-11-30,815,Mouse,Periféricos,4494.32,1
1407,2024-06-14,167,Headset,Áudio,632.73,3
1408,2024-12-01,953,Headset,Áudio,367.29,5
1409,2024-08-20,766,Notebook,Hardware,4342.48,5
1410,2024-09-08,365,Mouse,Periféricos,2095.38,5
1411,2024-06-13,233,Headset,Áudio,1085.14,3
1412,2024-10-22,432,Notebook,Hardware,1156.43,4
1413,2024-11-10,366,Monitor,Hardware,683.57,5
1414,2024-11-19,578,Monitor,Hardware,1656.26,4
1415,2024-03-24,720,Notebook,Hardware,2311.13,2
1416,2024-02-03,515,Notebook,Hardware,2428.78,4
1417,2024-09-28,910,Monitor,Hardware,3708.23,1
1418,2024-07-24,309,Monitor,Hardware,4729.53,4
1419,2024-04-06,869,Monitor,Hardware,466.62,2
1420,2024-10-29,298,Mouse,Periféricos,2926.03,3
1421,2024-08-26,86,Teclado,Periféricos,211.06,5
1422,2024-07-29,920,Notebook,Hardware,308.83,2
1423,2024-07-01,512,Mouse,Periféricos,3830.06,3
1424,2024-10-25,821,Notebook,Hardware,1660.95,3
1425,2024-03-31,105,Headset,Áudio,3235.52,2
1426,2024-12-03,42,Headset,Áudio,281.6,1
1427,2024-05-08,994,Mouse,Periféricos,2814.26,3
1428,2024-04-09,257,Headset,Áudio,2697.8,1
1429,2024-04-02,818,Headset,Áudio,3376.49,3
1430,2024-10-16,176,Teclado,Periféricos,871.93,3
1431,2024-07-14,704,Teclado,Periféricos,3186.02,3
1432,2024-12-20,51,Monitor,Hardware,156.0,2
1433,2024-05-20,704,Headset,Áudio,4521.65,3
1434,2024-12-04,446,Notebook,Hardware,317.45,5
1435,2024-12-04,755,Teclado,Periféricos,4529.72,4
1436,2024-08-07,250,Teclado,Periféricos,1713.53,1
1437,2024-12-14,613,Monitor,Hardware,967.04,4
1438,2024-06-19,7,Mouse,Periféricos,3335.83,5
1439,2024-10-20,863,Headset,Áudio,3928.56,2
1440,2024-02-14,407,Notebook,Hardware,2134.87,4
1441,2024-08-11,455,Teclado,Periféricos,2731.31,1
1442,2024-11-17,820,Teclado,Periféricos,4822.91,1
1443,2024-12-05,798,Headset,Áudio,4817.08,1
1444,2024-05-10,906,Teclado,Periféricos,3770.24,1
1445,2024-12-15,259,Headset,Áudio,3865.78,5
1446,2024-05-27,877,Headset,Áudio,373.4,3
1447,2024-04-01,582,Teclado,Periféricos,3917.35,4
1448,2024-05-18,803,Monitor,Hardware,1088.82,5
1449,2024-08-19,606,Teclado,Periféricos,2203.02,1
1450,2024-11-03,753,Monitor,Hardware,627.13,5
1451,2024-03-19,61,Headset,Áudio,2584.55,2
1452,2024-05-29,526,Notebook,Hardware,742.46,2
1453,2024-08-18,488,Monitor,Hardware,992.69,1
1454,2024-08-21,195,Monitor,Hardware,3961.83,1
1455,2024-02-20,184,Teclado,Periféricos,3308.95,5
1456,2024-10-26,219,Teclado,Periféricos,1077.49,1
1457,2024-01-17,136,Headset,Áudio,148.15,2
1458,2024-04-02,91,Mouse,Periféricos,4160.49,3
1459,2024-06-17,557,Monitor,Hardware,4747.29,4
1460,2024-07-13,673,Notebook,Hardware,2844.9,1
1461,2024-05-07,2,Headset,Áudio,3080.79,2
1462,2024-03-05,784,Teclado,Periféricos,3936.23,4
1463,2024-02-06,999,Notebook,Hardware,4279.98,5
1464,2024-08-08,676,Teclado,Periféricos,2757.41,3
1465,2024-10-05,644,Notebook,Hardware,107.3,2
1466,2024-05-27,488,Monitor,Hardware,4124.82,4
1467,2024-04-08,581,Mouse,Periféricos,3475.48,2
1468,2024-10-16,276,Notebook,Hardware,3089.51,4
1469,2024-01-13,850,Mouse,Periféricos,4412.43,4
1470,2024-01-13,952,Headset,Áudio,4125.26,3
1471,2024-05-16,976,Monitor,Hardware,1570.3,1
1472,2024-03-06,813,Headset,Áudio,2789.61,1
1473,2024-03-14,573,Mouse,Periféricos,1670.86,5
1474,2024-08-11,746,Headset,Áudio,2993.94,2
1475,2024-02-25,568,Notebook,Hardware,4822.31,1
1476,2024-07-16,821,Teclado,Periféricos,681.36,2
1477,2024-03-18,395,Headset,Áudio,312.09,2
1478,2024-10-07,122,Notebook,Hardware,3837.58,2
1479,2024-06-23,278,Monitor,Hardware,1128.63,5
1480,2024-09-05,110,Teclado,Periféricos,2700.22,1
1481,2024-10-19,874,Mouse,Periféricos,4134.78,3
1482,2024-11-11,995,Notebook,Hardware,3228.51,3
1483,2024-01-29,323,Monitor,Hardware,2153.64,5
1484,2024-03-30,702,Notebook,Hardware,4320.25,1
1485,2024-11-09,321,Notebook,Hardware,3112.1,3
1486,2024-08-31,13,Mouse,Periféricos,1710.36,1
1487,2024-02-12,53,Mouse,Periféricos,2004.01,1
1488,2024-05-06,522,Headset,Áudio,4463.95,1
1489,2024-09-30,144,Monitor,Hardware,273.71,3
1490,2024-10-07,903,Mouse,Periféricos,2564.17,1
1491,2024-09-13,647,Headset,Áudio,3246.16,1
1492,2024-08-28,823,Notebook,Hardware,1351.4,2
1493,2024-07-31,650,Mouse,Periféricos,4939.67,2
1494,2024-03-20,305,Monitor,Hardware,516.3,5
1495,2024-02-27,270,Teclado,Periféricos,386.48,2
1496,2024-06-03,404,Teclado,Periféricos,4819.56,4
1497,2024-02-12,833,Headset,Áudio,1848.28,1
1498,2024-03-23,261,Teclado,Periféricos,4149.34,1
1499,2024-11-15,103,Teclado,Periféricos,550.16,3
1500,2024-07-31,133,Monitor,Hardware,4754.66,4
1501,2024-12-06,823,Teclado,Periféricos,4283.53,5
1502,2024-12-04,881,Teclado,Periféricos,4066.02,5
1503,2024-01-21,793,Mouse,Periféricos,4043.94,3
1504,2024-10-12,555,Monitor,Hardware,2785.72,4
1505,2024-10-06,720,Headset,Áudio,4316.13,5
1506,2024-05-11,537,Headset,Áudio,1591.76,5
1507,2024-06-14,495,Notebook,Hardware,1197.45,5
1508,2024-04-30,977,Mouse,Periféricos,1189.91,5
1509,2024-01-08,592,Headset,Áudio,1496.79,4
1510,2024-08-21,848,Teclado,Periféricos,4054.4,4
1511,2024-04-25,720,Monitor,Hardware,3732.76,1
1512,2024-11-13,998,Headset,Áudio,1454.26,1
1513,2024-01-14,28,Mouse,Periféricos,131.18,3
1514,2024-12-16,312,Teclado,Periféricos,4695.39,3
1515,2024-01-15,586,Headset,Áudio,4995.12,4
1516,2024-12-23,352,Notebook,Hardware,816.11,2
1517,2024-05-04,378,Teclado,Periféricos,4274.33,3
1518,2024-10-26,525,Monitor,Hardware,62.04,3
1519,2024-08-29,328,Mouse,Periféricos,2450.09,3
1520,2024-01-05,537,Monitor,Hardware,2771.43,2
1521,2024-05-24,318,Monitor,Hardware,649.88,1
1522,2024-02-13,907,Monitor,Hardware,287.69,4
1523,2024-10-27,822,Notebook,Hardware,4563.94,3
1524,2024-02-03,860,Mouse,Periféricos,1976.92,5
1525,2024-05-07,520,Notebook,Hardware,76.84,5
1526,2024-07-26,337,Monitor,Hardware,131.92,5
1527,2024-09-02,153,Headset,Áudio,3994.55,5
1528,2024-09-15,331,Notebook,Hardware,545.18,2
1529,2024-06-18,522,Monitor,Hardware,2772.64,1
1530,2024-09-28,930,Mouse,Periféricos,173.84,3
1531,2024-03-11,255,Teclado,Periféricos,1043.08,3
1532,2024-08-09,358,Notebook,Hardware,3507.75,4
1533,2024-08-26,667,Notebook,Hardware,1615.17,5
1534,2024-06-30,107,Notebook,Hardware,3772.5,2
1535,2024-06-07,321,Notebook,Hardware,742.71,1
1536,2024-02-27,338,Notebook,Hardware,1640.83,3
1537,2024-09-29,400,Teclado,Periféricos,1813.36,5
1538,2024-07-15,689,Headset,Áudio,4546.55,2
1539,2024-08-26,918,Notebook,Hardware,1143.45,4
1540,2024-09-14,848,Monitor,Hardware,3453.43,1
1541,2024-09-24,547,Notebook,Hardware,3627.32,4
1542,2024-10-05,359,Teclado,Periféricos,1654.49,1
1543,2024-12-31,137,Notebook,Hardware,112.56,1
1544,2024-05-10,975,Teclado,Periféricos,2992.03,4
1545,2024-10-22,159,Teclado,Periféricos,4423.67,1
1546,2024-09-23,47,Monitor,Hardware,972.67,4
1547,2024-01-25,849,Headset,Áudio,3682.4,1
1548,2024-08-03,955,Mouse,Periféricos,4766.44,5
1549,2024-11-26,338,Headset,Áudio,4930.21,3
1550,2024-03-03,741,Monitor,Hardware,2353.94,2
1551,2024-11-11,870,Teclado,Periféricos,316.28,2
1552,2024-12-18,907,Teclado,Periféricos,3282.27,1
1553,2024-12-12,3,Mouse,Periféricos,264.68,2
1554,2024-08-07,991,Headset,Áudio,1341.15,1
1555,2024-04-03,165,Headset,Áudio,1126.39,3
1556,2024-03-19,882,Headset,Áudio,4442.53,4
1557,2024-07-10,345,Teclado,Periféricos,2256.48,1
1558,2024-02-29,519,Mouse,Periféricos,2650.41,3
1559,2024-02-15,544,Mouse,Periféricos,2321.65,5
1560,2024-11-28,382,Notebook,Hardware,4362.59,3
1561,2024-03-11,151,Teclado,Periféricos,4272.5,1
1562,2024-01-19,463,Teclado,Periféricos,625.55,4
1563,2024-12-27,894,Headset,Áudio,4824.72,4
1564,2024-10-24,189,Headset,Áudio,4782.11,2
1565,2024-10-27,294,Teclado,Periféricos,735.98,1
1566,2024-12-25,963,Teclado,Periféricos,4372.28,2
1567,2024-10-22,771,Notebook,Hardware,1197.94,5
1568,2024-11-04,412,Monitor,Hardware,1562.48,3
1569,2024-05-05,755,Mouse,Periféricos,1577.04,1
1570,2024-03-23,715,Teclado,Periféricos,384.4,4
1571,2024-03-22,922,Mouse,Periféricos,2367.36,3
1572,2024-02-22,805,Monitor,Hardware,113.72,4
1573,2024-06-26,66,Teclado,Periféricos,4484.51,2
1574,2024-03-23,656,Monitor,Hardware,3003.54,5
1575,2024-05-16,424,Monitor,Hardware,2308.06,2
1576,2024-09-06,398,Monitor,Hardware,794.71,2
1577,2024-04-07,488,Teclado,Periféricos,539.51,2
1578,2024-12-09,323,Notebook,Hardware,3841.86,3
1579,2024-11-05,715,Headset,Áudio,608.72,1
1580,2024-06-12,587,Teclado,Periféricos,4887.3,2
1581,2024-07-18,44,Monitor,Hardware,307.13,2
1582,2024-11-14,764,Monitor,Hardware,2959.13,4
1583,2024-05-24,388,Monitor,Hardware,914.29,1
1584,2024-01-22,83,Headset,Áudio,2676.0,2
1585,2024-12-03,744,Notebook,Hardware,2424.87,5
1586,2024-03-01,292,Mouse,Periféricos,1041.0,2
1587,2024-11-11,285,Teclado,Periféricos,3268.66,2
1588,2024-05-16,890,Mouse,Periféricos,2520.31,3
1589,2024-07-21,993,Headset,Áudio,3386.16,2
1590,2024-11-07,412,Mouse,Periféricos,3044.3,5
1591,2024-03-31,95,Monitor,Hardware,795.69,5
1592,2024-09-20,641,Teclado,Periféricos,64.47,1
1593,2024-02-14,494,Notebook,Hardware,4229.12,5
1594,2024-09-15,797,Headset,Áudio,176.79,4
1595,2024-11-12,715,Notebook,Hardware,94.75,2
1596,2024-02-01,186,Mouse,Periféricos,2390.58,5
1597,2024-10-19,896,Teclado,Periféricos,4553.31,5
1598,2024-09-18,57,Mouse,Periféricos,3884.82,3
1599,2024-08-07,435,Headset,Áudio,4329.56,2
1600,2024-02-05,977,Headset,Áudio,4101.07,4
1601,2024-01-29,956,Headset,Áudio,2400.55,4
1602,2024-10-23,490,Notebook,Hardware,1794.65,4
1603,2024-03-02,168,Teclado,Periféricos,754.66,2
1604,2024-09-13,151,Monitor,Hardware,4161.14,1
1605,2024-11-10,552,Mouse,Periféricos,3728.66,4
1606,2024-11-21,907,Teclado,Periféricos,3419.15,4
1607,2024-02-04,24,Teclado,Periféricos,4704.46,3
1608,2024-09-12,983,Monitor,Hardware,3558.23,1
1609,2024-12-04,75,Teclado,Periféricos,3060.69,5
1610,2024-06-12,810,Mouse,Periféricos,971.67,5
1611,2024-12-13,912,Teclado,Periféricos,84.6,5
1612,2024-01-18,849,Notebook,Hardware,2623.0,3
1613,2024-03-10,114,Headset,Áudio,3613.76,2
1614,2024-07-30,921,Headset,Áudio,939.47,3
1615,2024-03-07,968,Monitor,Hardware,4649.22,5
1616,2024-11-24,847,Headset,Áudio,4063.37,2
1617,2024-07-25,458,Headset,Áudio,1748.92,3
1618,2024-06-17,445,Mouse,Periféricos,2689.52,4
1619,2024-07-16,183,Mouse,Periféricos,4013.49,4
1620,2024-04-18,848,Teclado,Periféricos,1573.35,3
1621,2024-12-10,985,Mouse,Periféricos,1947.09,2
1622,2024-10-29,604,Headset,Áudio,4274.21,4
1623,2024-07-16,764,Teclado,Periféricos,3838.99,1
1624,2024-10-05,693,Teclado,Periféricos,3376.14,3
1625,2024-01-01,301,Notebook,Hardware,1477.65,5
1626,2024-08-27,484,Mouse,Periféricos,1448.1,1
1627,2024-03-19,612,Teclado,Periféricos,423.55,1
1628,2024-10-27,558,Notebook,Hardware,56.27,1
1629,2024-07-03,709,Monitor,Hardware,3177.78,5
1630,2024-12-08,500,Headset,Áudio,4961.5,2
1631,2024-03-31,853,Mouse,Periféricos,236.72,5
1632,2024-07-26,136,Teclado,Periféricos,3890.6,4
1633,2024-09-15,223,Notebook,Hardware,4911.63,2
1634,2024-01-04,703,Teclado,Periféricos,3639.72,3
1635,2024-09-22,900,Mouse,Periféricos,3547.64,4
1636,2024-03-24,639,Teclado,Periféricos,3457.02,2
1637,2024-12-10,430,Monitor,Hardware,2654.79,1
1638,2024-06-01,642,Teclado,Periféricos,2345.94,5
1639,2024-08-29,590,Headset,Áudio,867.72,5
1640,2024-04-07,172,Headset,Áudio,2130.6,5
1641,2024-12-10,637,Teclado,Periféricos,1863.16,3
1642,2024-07-20,635,Monitor,Hardware,4047.22,5
1643,2024-08-16,350,Mouse,Periféricos,1060.77,4
1644,2024-08-13,925,Headset,Áudio,747.99,5
1645,2024-03-20,275,Mouse,Periféricos,4472.74,2
